TyreId,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
2016809885.00,341.00,2011127.00,1101271366.00,9.00,1.00,1.00,1.00,1.00,62.00,30.00,29.00,-50.00,39.00,45.00,351.00
2016809990.00,341.00,2011127.00,1101271407.00,9.00,1.00,1.00,1.00,1.00,104.00,72.00,22.00,-34.00,47.00,54.00,370.00
2016809998.00,341.00,2011127.00,1101271468.00,9.00,1.00,1.00,1.00,1.00,97.00,64.00,25.00,-48.00,70.00,78.00,649.00
2016810002.00,341.00,2011127.00,1101271380.00,9.00,1.00,1.00,1.00,1.00,63.00,29.00,45.00,-32.00,49.00,64.00,487.00
2016810003.00,341.00,2011127.00,1101271400.00,9.00,1.00,1.00,1.00,1.00,84.00,43.00,34.00,-39.00,39.00,57.00,168.00
2016810063.00,341.00,2011127.00,1101271395.00,9.00,1.00,1.00,1.00,1.00,86.00,70.00,41.00,-34.00,42.00,53.00,181.00
2016810071.00,341.00,2011127.00,1101271384.00,9.00,1.00,1.00,1.00,1.00,103.00,40.00,43.00,-34.00,35.00,46.00,578.00
2016810071.00,341.00,2011127.00,1101271418.00,0.00,1.00,1.00,0.00,0.00,138.00,94.00,47.00,-31.00,30.00,53.00,-1.00
2016810078.00,341.00,2011127.00,1101271402.00,0.00,1.00,1.00,0.00,0.00,103.00,95.00,51.00,-31.00,44.00,38.00,-1.00
2016810078.00,341.00,2011128.00,1101271402.00,9.00,1.00,1.00,1.00,1.00,95.00,85.00,44.00,-42.00,61.00,34.00,229.00
2016810082.00,341.00,2011127.00,1101271358.00,0.00,1.00,1.00,0.00,0.00,118.00,89.00,60.00,-41.00,67.00,51.00,-1.00
2016810082.00,341.00,2011128.00,1101271358.00,9.00,1.00,1.00,1.00,1.00,101.00,85.00,58.00,-57.00,65.00,58.00,408.00
2016810082.00,341.00,2011128.00,1101271358.00,0.00,1.00,1.00,0.00,0.00,115.00,95.00,65.00,-56.00,72.00,40.00,-1.00
2016810088.00,341.00,2011127.00,1101271430.00,9.00,1.00,1.00,1.00,1.00,107.00,78.00,28.00,-32.00,53.00,48.00,249.00
2016810109.00,341.00,2011127.00,1101271427.00,9.00,1.00,1.00,1.00,1.00,101.00,77.00,28.00,-32.00,48.00,63.00,434.00
2016859209.00,341.00,2011127.00,1101271364.00,9.00,1.00,1.00,1.00,1.00,97.00,82.00,32.00,-52.00,39.00,41.00,660.00
2016859219.00,341.00,2011127.00,1101271403.00,9.00,1.00,1.00,1.00,1.00,95.00,82.00,23.00,-40.00,29.00,37.00,509.00
2016859220.00,341.00,2011127.00,1101271406.00,9.00,1.00,1.00,1.00,1.00,53.00,14.00,33.00,-19.00,40.00,46.00,471.00
2016859225.00,341.00,2011127.00,1101271410.00,9.00,1.00,1.00,1.00,1.00,106.00,64.00,40.00,-31.00,53.00,48.00,111.00
2016859756.00,341.00,2011127.00,1101271437.00,0.00,1.00,1.00,0.00,0.00,172.00,152.00,50.00,0.00,82.00,72.00,-1.00
2016859756.00,341.00,2011127.00,1101271437.00,9.00,1.00,1.00,1.00,1.00,119.00,75.00,44.00,-5.00,31.00,64.00,505.00
2016859770.00,341.00,2011127.00,1101271384.00,9.00,1.00,1.00,1.00,1.00,105.00,79.00,60.00,-38.00,64.00,52.00,40.00
2016859775.00,341.00,2011127.00,1101271436.00,9.00,1.00,1.00,1.00,1.00,108.00,82.00,42.00,-39.00,53.00,46.00,219.00
2016859784.00,341.00,2011127.00,1101271377.00,9.00,1.00,1.00,1.00,1.00,54.00,28.00,54.00,-11.00,39.00,38.00,588.00
2016859789.00,341.00,2011127.00,1101271375.00,0.00,1.00,1.00,0.00,0.00,113.00,94.00,65.00,-34.00,55.00,61.00,-1.00
2016859789.00,341.00,2011128.00,1101271375.00,9.00,1.00,1.00,1.00,1.00,69.00,28.00,57.00,-40.00,46.00,36.00,390.00
2016859793.00,341.00,2011127.00,1101271369.00,0.00,1.00,1.00,0.00,0.00,138.00,115.00,25.00,-35.00,48.00,58.00,-1.00
2016859793.00,341.00,2011128.00,1101271369.00,9.00,1.00,1.00,1.00,1.00,98.00,62.00,22.00,-41.00,41.00,63.00,160.00
2017024133.00,341.00,2011127.00,1101271475.00,9.00,1.00,1.00,1.00,1.00,81.00,49.00,45.00,-44.00,51.00,36.00,305.00
2017024142.00,341.00,2011127.00,1101271469.00,9.00,1.00,1.00,1.00,1.00,52.00,30.00,24.00,-31.00,38.00,45.00,442.00
2017024149.00,341.00,2011127.00,1101271472.00,9.00,1.00,1.00,1.00,1.00,118.00,72.00,44.00,-45.00,42.00,64.00,74.00
2017024153.00,341.00,2011127.00,1101271470.00,9.00,1.00,1.00,1.00,1.00,99.00,83.00,41.00,-34.00,73.00,48.00,298.00
2017024154.00,341.00,2011127.00,1101271476.00,0.00,1.00,1.00,0.00,0.00,103.00,88.00,38.00,-41.00,41.00,38.00,-1.00
2017024154.00,341.00,2011127.00,1101271476.00,9.00,1.00,1.00,1.00,1.00,103.00,77.00,43.00,-44.00,22.00,33.00,254.00
2017024157.00,341.00,2011127.00,1101271467.00,9.00,1.00,1.00,1.00,1.00,69.00,41.00,32.00,-34.00,41.00,37.00,172.00
2017024160.00,341.00,2011127.00,1101271471.00,0.00,1.00,1.00,0.00,0.00,126.00,103.00,26.00,-33.00,32.00,63.00,-1.00
2017024160.00,341.00,2011128.00,1101271471.00,9.00,1.00,1.00,1.00,1.00,67.00,48.00,31.00,-40.00,26.00,57.00,147.00
2017024191.00,341.00,2011127.00,1101271477.00,0.00,1.00,1.00,0.00,0.00,108.00,89.00,23.00,-38.00,54.00,73.00,-1.00
2017024191.00,341.00,2011127.00,1101271477.00,9.00,1.00,1.00,1.00,1.00,84.00,56.00,29.00,-45.00,50.00,37.00,419.00
2017024588.00,341.00,2011127.00,1101271361.00,0.00,1.00,1.00,0.00,0.00,130.00,126.00,59.00,14.00,67.00,63.00,-1.00
2017024588.00,341.00,2011128.00,1101271361.00,0.00,1.00,1.00,0.00,0.00,105.00,103.00,64.00,0.00,58.00,68.00,-1.00
2017024588.00,341.00,2011127.00,1101271361.00,0.00,1.00,1.00,0.00,0.00,127.00,116.00,61.00,0.00,61.00,29.00,-1.00
2017024588.00,341.00,2011128.00,1101280193.00,9.00,1.00,1.00,1.00,1.00,62.00,30.00,30.00,-35.00,31.00,37.00,294.00
2017025588.00,341.00,2011127.00,1101271432.00,0.00,1.00,1.00,0.00,0.00,110.00,98.00,32.00,-33.00,44.00,52.00,-1.00
2017025588.00,341.00,2011128.00,1101271432.00,9.00,1.00,1.00,1.00,1.00,60.00,33.00,33.00,-41.00,33.00,47.00,58.00
2017028481.00,341.00,2011127.00,1101271404.00,9.00,1.00,1.00,1.00,1.00,90.00,59.00,37.00,-19.00,49.00,36.00,214.00
2017028486.00,341.00,2011127.00,1101271429.00,0.00,1.00,1.00,0.00,0.00,111.00,89.00,45.00,-34.00,24.00,48.00,-1.00
2017028486.00,341.00,2011128.00,1101271429.00,9.00,1.00,1.00,1.00,1.00,91.00,75.00,41.00,-45.00,38.00,43.00,362.00
2017028489.00,341.00,2011127.00,1101271388.00,9.00,1.00,1.00,1.00,1.00,78.00,59.00,34.00,-35.00,35.00,45.00,60.00
2017028498.00,341.00,2011127.00,1101271374.00,9.00,1.00,1.00,1.00,1.00,47.00,22.00,46.00,-4.00,55.00,44.00,544.00
2017028499.00,341.00,2011127.00,1101271435.00,9.00,1.00,1.00,1.00,1.00,51.00,17.00,19.00,-58.00,66.00,44.00,160.00
2017028500.00,341.00,2011127.00,1101271383.00,9.00,1.00,1.00,1.00,1.00,59.00,33.00,31.00,-27.00,51.00,69.00,556.00
2017028504.00,341.00,2011127.00,1101271385.00,9.00,1.00,1.00,1.00,1.00,76.00,50.00,37.00,-46.00,31.00,66.00,527.00
2017029709.00,341.00,2011127.00,1101271391.00,9.00,1.00,1.00,1.00,1.00,60.00,36.00,40.00,-30.00,44.00,36.00,308.00
2017029710.00,341.00,2011127.00,1101271390.00,9.00,1.00,1.00,1.00,1.00,93.00,79.00,24.00,-3.00,22.00,62.00,243.00
2017031247.00,341.00,2011127.00,1101271474.00,0.00,1.00,1.00,0.00,0.00,123.00,96.00,26.00,-37.00,42.00,54.00,-1.00
2017031247.00,341.00,2011127.00,1101271474.00,9.00,1.00,1.00,1.00,1.00,74.00,50.00,35.00,-40.00,36.00,45.00,140.00
2017031748.00,341.00,2011127.00,1101271466.00,9.00,1.00,1.00,1.00,1.00,74.00,39.00,34.00,-43.00,40.00,43.00,492.00
2017031765.00,341.00,2011127.00,1101271473.00,9.00,1.00,1.00,1.00,1.00,78.00,31.00,54.00,-33.00,74.00,61.00,500.00
2017224166.00,341.00,2011127.00,1101271401.00,9.00,1.00,1.00,1.00,1.00,106.00,62.00,55.00,-34.00,58.00,41.00,393.00
2017224521.00,341.00,2011127.00,1101271434.00,9.00,1.00,1.00,1.00,1.00,109.00,81.00,24.00,-10.00,40.00,35.00,500.00
2017224631.00,341.00,2011127.00,1101271426.00,9.00,1.00,1.00,1.00,1.00,91.00,49.00,43.00,-32.00,33.00,35.00,523.00
2017229414.00,341.00,2011127.00,1101271415.00,9.00,1.00,1.00,1.00,1.00,60.00,36.00,36.00,-36.00,65.00,59.00,353.00
2017229425.00,341.00,2011127.00,1101271413.00,0.00,1.00,1.00,0.00,0.00,136.00,105.00,31.00,-34.00,31.00,60.00,-1.00
2017229425.00,341.00,2011127.00,1101271413.00,9.00,1.00,1.00,1.00,1.00,73.00,39.00,27.00,-41.00,32.00,38.00,425.00
2017229458.00,341.00,2011127.00,1101271440.00,9.00,1.00,1.00,1.00,1.00,103.00,82.00,35.00,-38.00,63.00,61.00,617.00
2017274117.00,341.00,2011127.00,1101271354.00,0.00,1.00,1.00,0.00,0.00,143.00,103.00,52.00,-5.00,66.00,25.00,-1.00
2017274117.00,341.00,2011128.00,1101271354.00,9.00,1.00,1.00,1.00,1.00,66.00,24.00,54.00,-16.00,65.00,44.00,315.00
2017274121.00,341.00,2011127.00,1101271387.00,9.00,1.00,1.00,1.00,1.00,102.00,78.00,50.00,-40.00,32.00,57.00,339.00
2017274131.00,341.00,2011127.00,1101271405.00,9.00,1.00,1.00,1.00,1.00,112.00,72.00,22.00,1.00,41.00,36.00,452.00
2017274142.00,341.00,2011127.00,1101271424.00,9.00,1.00,1.00,1.00,1.00,98.00,70.00,38.00,-27.00,63.00,39.00,165.00
2017274150.00,341.00,2011127.00,1101271357.00,9.00,1.00,1.00,1.00,1.00,88.00,60.00,65.00,-13.00,89.00,31.00,201.00
2017274641.00,341.00,2011127.00,1101271393.00,9.00,1.00,1.00,1.00,1.00,104.00,81.00,31.00,-32.00,39.00,81.00,97.00
2017274650.00,341.00,2011127.00,1101271409.00,9.00,1.00,1.00,1.00,1.00,111.00,84.00,30.00,-7.00,45.00,51.00,212.00
2017274652.00,341.00,2011127.00,1101271394.00,9.00,1.00,1.00,1.00,1.00,82.00,42.00,32.00,-31.00,60.00,61.00,199.00
2017274655.00,341.00,2011127.00,1101271368.00,9.00,1.00,1.00,1.00,1.00,106.00,75.00,52.00,-13.00,56.00,43.00,425.00
2017274657.00,341.00,2011127.00,1101271355.00,0.00,1.00,1.00,1.00,0.00,90.00,75.00,34.00,-5.00,46.00,67.00,214.00
2017274657.00,341.00,2011128.00,1101271355.00,9.00,1.00,1.00,1.00,1.00,82.00,66.00,32.00,-12.00,50.00,47.00,209.00
2017274659.00,341.00,2011127.00,1101271399.00,9.00,1.00,1.00,1.00,1.00,58.00,8.00,44.00,-8.00,53.00,49.00,295.00
2017274660.00,341.00,2011127.00,1101271411.00,9.00,1.00,1.00,1.00,1.00,83.00,71.00,26.00,-21.00,60.00,40.00,508.00
2017274661.00,341.00,2011127.00,1101271373.00,0.00,1.00,1.00,0.00,0.00,156.00,130.00,53.00,-24.00,47.00,37.00,-1.00
2017274661.00,341.00,2011128.00,1101271373.00,9.00,1.00,1.00,1.00,1.00,84.00,47.00,44.00,-30.00,69.00,45.00,15.00
2017274663.00,341.00,2011127.00,1101271414.00,0.00,1.00,1.00,0.00,0.00,122.00,87.00,37.00,-2.00,57.00,67.00,-1.00
2017274663.00,341.00,2011128.00,1101271414.00,9.00,1.00,1.00,1.00,1.00,105.00,53.00,31.00,-9.00,53.00,33.00,365.00
2017274667.00,341.00,2011127.00,1101271416.00,9.00,1.00,1.00,1.00,1.00,53.00,35.00,33.00,-30.00,58.00,49.00,348.00
2017274668.00,341.00,2011127.00,1101271389.00,9.00,1.00,1.00,1.00,1.00,108.00,75.00,29.00,-15.00,30.00,48.00,415.00
2017274669.00,341.00,2011127.00,1101271386.00,0.00,1.00,1.00,0.00,0.00,117.00,91.00,32.00,-47.00,54.00,45.00,-1.00
2017274669.00,341.00,2011128.00,1101271386.00,9.00,1.00,1.00,1.00,1.00,67.00,35.00,40.00,-56.00,61.00,54.00,268.00
2017274673.00,341.00,2011127.00,1101271421.00,9.00,1.00,1.00,1.00,1.00,71.00,49.00,28.00,-37.00,35.00,31.00,463.00
2017274676.00,341.00,2011127.00,1101271422.00,9.00,1.00,1.00,1.00,1.00,76.00,59.00,41.00,-21.00,55.00,71.00,663.00
2017274679.00,341.00,2011127.00,1101271441.00,0.00,1.00,1.00,0.00,0.00,141.00,111.00,25.00,-41.00,55.00,57.00,-1.00
2017274679.00,341.00,2011127.00,1101271441.00,9.00,1.00,1.00,1.00,1.00,92.00,40.00,28.00,-46.00,57.00,44.00,572.00
2017274681.00,341.00,2011127.00,1101271439.00,9.00,1.00,1.00,1.00,1.00,67.00,51.00,43.00,-56.00,52.00,40.00,447.00
2017274682.00,341.00,2011127.00,1101271423.00,9.00,1.00,1.00,1.00,1.00,86.00,65.00,32.00,-20.00,56.00,80.00,509.00
2017274683.00,341.00,2011127.00,1101271412.00,9.00,1.00,1.00,1.00,1.00,80.00,55.00,27.00,0.00,41.00,69.00,461.00
2017274685.00,341.00,2011127.00,1101271392.00,0.00,1.00,1.00,0.00,0.00,129.00,104.00,17.00,-45.00,38.00,59.00,-1.00
2017274685.00,341.00,2011128.00,1101271392.00,9.00,1.00,1.00,1.00,1.00,62.00,19.00,23.00,-53.00,39.00,53.00,304.00
2017274687.00,341.00,2011127.00,1101271408.00,9.00,1.00,1.00,1.00,1.00,97.00,78.00,54.00,-28.00,48.00,76.00,219.00
2017274700.00,341.00,2011127.00,1101271371.00,9.00,1.00,1.00,1.00,1.00,77.00,44.00,30.00,-28.00,44.00,57.00,87.00
2017277180.00,341.00,2011127.00,1101271438.00,9.00,1.00,1.00,1.00,1.00,45.00,8.00,35.00,-36.00,36.00,25.00,361.00
2017277198.00,341.00,2011127.00,1101271382.00,9.00,1.00,1.00,1.00,1.00,38.00,8.00,51.00,-15.00,45.00,46.00,291.00
2017277211.00,341.00,2011127.00,1101271398.00,9.00,1.00,1.00,1.00,1.00,84.00,59.00,53.00,-1.00,76.00,44.00,481.00
2017028511.00,347.00,2011127.00,1101261622.00,0.00,1.00,1.00,0.00,0.00,121.00,108.00,41.00,-8.00,55.00,61.00,-1.00
2017028511.00,347.00,2011127.00,1101261622.00,0.00,1.00,1.00,0.00,0.00,124.00,113.00,29.00,-6.00,50.00,31.00,-1.00
2017028511.00,347.00,2011127.00,1101261622.00,0.00,1.00,1.00,0.00,0.00,105.00,91.00,39.00,-31.00,48.00,37.00,-1.00
2017028511.00,347.00,2011126.00,1101261622.00,0.00,1.00,1.00,0.00,0.00,99.00,90.00,48.00,-20.00,61.00,41.00,-1.00
2016835217.00,351.00,2011128.00,1101280983.00,9.00,1.00,1.00,1.00,1.00,86.00,64.00,25.00,-41.00,52.00,41.00,366.00
2016835248.00,351.00,2011128.00,1101280974.00,9.00,1.00,1.00,1.00,1.00,64.00,52.00,37.00,-48.00,32.00,57.00,307.00
2016835251.00,351.00,2011128.00,1101280977.00,0.00,1.00,1.00,0.00,0.00,136.00,109.00,23.00,-32.00,53.00,42.00,-1.00
2016835251.00,351.00,2011128.00,1101280977.00,0.00,1.00,1.00,0.00,0.00,154.00,101.00,26.00,-10.00,57.00,25.00,-1.00
2016835251.00,351.00,2011128.00,1101280977.00,9.00,1.00,1.00,1.00,1.00,132.00,79.00,29.00,-26.00,53.00,36.00,483.00
2016835683.00,351.00,2011128.00,1101280981.00,9.00,1.00,1.00,1.00,1.00,45.00,21.00,41.00,-55.00,38.00,36.00,618.00
2016835710.00,351.00,2011128.00,1101280978.00,9.00,1.00,1.00,1.00,1.00,67.00,30.00,35.00,-48.00,48.00,49.00,245.00
2016860671.00,351.00,2011128.00,1101280975.00,9.00,1.00,1.00,1.00,1.00,46.00,11.00,35.00,-45.00,35.00,26.00,186.00
2016860672.00,351.00,2011128.00,1101280973.00,0.00,1.00,1.00,1.00,0.00,54.00,31.00,29.00,-30.00,66.00,43.00,1148.00
2016860672.00,351.00,2011128.00,1101280973.00,9.00,1.00,1.00,1.00,1.00,103.00,73.00,37.00,-7.00,67.00,31.00,713.00
2016860677.00,351.00,2011128.00,1101280987.00,9.00,1.00,1.00,1.00,1.00,86.00,20.00,29.00,-19.00,31.00,46.00,664.00
2016861047.00,351.00,2011128.00,1101280980.00,0.00,1.00,1.00,1.00,0.00,72.00,27.00,38.00,-41.00,39.00,43.00,933.00
2016861047.00,351.00,2011128.00,1101280980.00,0.00,1.00,1.00,1.00,0.00,69.00,29.00,37.00,-41.00,35.00,46.00,896.00
2016861047.00,351.00,2011128.00,1101280980.00,9.00,1.00,1.00,1.00,1.00,63.00,11.00,43.00,-27.00,25.00,29.00,763.00
2017024058.00,351.00,2011126.00,1101261707.00,9.00,1.00,1.00,1.00,1.00,48.00,12.00,45.00,-51.00,42.00,64.00,512.00
2017024129.00,351.00,2011128.00,1101280990.00,9.00,1.00,1.00,1.00,1.00,54.00,9.00,60.00,-19.00,50.00,33.00,601.00
2017024161.00,351.00,2011128.00,1101280979.00,9.00,1.00,1.00,1.00,1.00,86.00,35.00,53.00,-26.00,65.00,68.00,353.00
2017024192.00,351.00,2011128.00,1101280972.00,9.00,1.00,1.00,1.00,1.00,63.00,48.00,29.00,-34.00,26.00,50.00,814.00
2017024195.00,351.00,2011128.00,1101280985.00,9.00,1.00,1.00,1.00,1.00,100.00,81.00,34.00,-4.00,49.00,52.00,769.00
2017024300.00,351.00,2011126.00,1101261706.00,9.00,1.00,1.00,1.00,1.00,59.00,35.00,27.00,-53.00,20.00,54.00,625.00
2017024551.00,351.00,2011126.00,1101261705.00,0.00,1.00,1.00,0.00,0.00,142.00,93.00,31.00,-50.00,40.00,47.00,-1.00
2017024551.00,351.00,2011127.00,1101261705.00,9.00,1.00,1.00,1.00,1.00,103.00,63.00,28.00,-54.00,33.00,33.00,391.00
2017024551.00,351.00,2011127.00,1101261705.00,0.00,1.00,1.00,1.00,0.00,91.00,53.00,34.00,-60.00,34.00,30.00,388.00
2017024553.00,351.00,2011126.00,1101261702.00,9.00,1.00,1.00,1.00,1.00,59.00,29.00,36.00,-31.00,29.00,51.00,183.00
2017024572.00,351.00,2011126.00,1101261708.00,9.00,1.00,1.00,1.00,1.00,70.00,38.00,48.00,-33.00,54.00,37.00,583.00
2017031359.00,351.00,2011126.00,1101261704.00,9.00,1.00,1.00,1.00,1.00,48.00,32.00,30.00,-41.00,24.00,48.00,642.00
2017031526.00,351.00,2011126.00,1101261703.00,9.00,1.00,1.00,1.00,1.00,53.00,33.00,28.00,-49.00,32.00,66.00,297.00
2017031923.00,351.00,2011128.00,1101280989.00,9.00,1.00,1.00,1.00,1.00,83.00,47.00,28.00,-53.00,33.00,35.00,285.00
2017031925.00,351.00,2011128.00,1101280988.00,0.00,1.00,1.00,1.00,0.00,119.00,77.00,24.00,-39.00,50.00,45.00,748.00
2017031925.00,351.00,2011128.00,1101280988.00,9.00,1.00,1.00,1.00,1.00,116.00,74.00,26.00,-37.00,46.00,53.00,731.00
2017168796.00,351.00,2011128.00,1101280971.00,0.00,1.00,1.00,1.00,0.00,100.00,71.00,32.00,-31.00,68.00,23.00,323.00
2017168796.00,351.00,2011128.00,1101280971.00,9.00,1.00,1.00,1.00,1.00,97.00,65.00,30.00,-32.00,66.00,37.00,297.00
2017168806.00,351.00,2011128.00,1101280976.00,9.00,1.00,1.00,1.00,1.00,57.00,49.00,39.00,-44.00,47.00,43.00,192.00
2017168817.00,351.00,2011128.00,1101280982.00,9.00,1.00,1.00,1.00,1.00,63.00,35.00,34.00,-33.00,28.00,25.00,650.00
2017168829.00,351.00,2011128.00,1101280984.00,9.00,1.00,1.00,1.00,1.00,70.00,40.00,30.00,-32.00,51.00,53.00,533.00
2017342207.00,351.00,2011128.00,1101280986.00,9.00,1.00,1.00,1.00,1.00,90.00,72.00,47.00,-38.00,43.00,71.00,427.00
2016809837.00,353.00,2011127.00,1101271489.00,9.00,1.00,1.00,1.00,1.00,77.00,52.00,48.00,-42.00,53.00,33.00,264.00
2016809840.00,353.00,2011128.00,1101271491.00,9.00,1.00,1.00,1.00,1.00,99.00,83.00,35.00,-60.00,53.00,43.00,151.00
2016809840.00,353.00,2011127.00,1101271491.00,0.00,1.00,1.00,0.00,0.00,127.00,105.00,45.00,-45.00,63.00,37.00,-1.00
2016809852.00,353.00,2011128.00,1101271507.00,0.00,1.00,1.00,0.00,0.00,126.00,87.00,53.00,-35.00,70.00,26.00,-1.00
2016809852.00,353.00,2011128.00,1101271507.00,9.00,1.00,1.00,1.00,1.00,115.00,76.00,58.00,-40.00,74.00,45.00,626.00
2016809852.00,353.00,2011127.00,1101271507.00,0.00,1.00,1.00,0.00,0.00,134.00,105.00,60.00,-29.00,62.00,51.00,-1.00
2016809858.00,353.00,2011127.00,1101271498.00,9.00,1.00,1.00,1.00,1.00,77.00,57.00,20.00,-28.00,33.00,50.00,408.00
2016809891.00,353.00,2011127.00,1101271493.00,9.00,1.00,1.00,1.00,1.00,86.00,75.00,28.00,-40.00,41.00,50.00,287.00
2016810000.00,353.00,2011128.00,1101271492.00,9.00,1.00,1.00,1.00,1.00,98.00,57.00,23.00,-52.00,43.00,59.00,201.00
2016810000.00,353.00,2011127.00,1101271492.00,0.00,1.00,1.00,0.00,0.00,147.00,85.00,32.00,-48.00,58.00,39.00,-1.00
2016810004.00,353.00,2011127.00,1101271506.00,9.00,1.00,1.00,1.00,1.00,64.00,47.00,42.00,-23.00,20.00,33.00,223.00
2016810009.00,353.00,2011127.00,1101271521.00,9.00,1.00,1.00,1.00,1.00,48.00,21.00,54.00,-26.00,70.00,53.00,218.00
2016810076.00,353.00,2011128.00,1101271487.00,9.00,1.00,1.00,1.00,1.00,83.00,35.00,34.00,-62.00,41.00,44.00,310.00
2016810076.00,353.00,2011127.00,1101271487.00,0.00,1.00,1.00,0.00,0.00,137.00,87.00,33.00,-37.00,57.00,52.00,-1.00
2016810097.00,353.00,2011127.00,1101271497.00,9.00,1.00,1.00,1.00,1.00,39.00,5.00,35.00,-22.00,40.00,42.00,330.00
2016810098.00,353.00,2011127.00,1101271481.00,9.00,1.00,1.00,1.00,1.00,100.00,70.00,42.00,-49.00,34.00,44.00,414.00
2016859203.00,353.00,2011127.00,1101271490.00,9.00,1.00,1.00,1.00,1.00,117.00,83.00,50.00,-28.00,66.00,46.00,611.00
2016859657.00,353.00,2011127.00,1101271484.00,9.00,1.00,1.00,1.00,1.00,73.00,44.00,41.00,-31.00,57.00,53.00,246.00
2016859664.00,353.00,2011127.00,1101271515.00,9.00,1.00,1.00,1.00,1.00,121.00,70.00,39.00,-30.00,52.00,55.00,117.00
2017024162.00,353.00,2011127.00,1101271503.00,9.00,1.00,1.00,1.00,1.00,75.00,51.00,34.00,-36.00,38.00,30.00,68.00
2017024164.00,353.00,2011127.00,1101271482.00,9.00,1.00,1.00,1.00,1.00,91.00,62.00,38.00,-30.00,26.00,39.00,353.00
2017024167.00,353.00,2011127.00,1101271483.00,9.00,1.00,1.00,1.00,1.00,61.00,38.00,29.00,-31.00,37.00,45.00,417.00
2017024573.00,353.00,2011128.00,1101271479.00,0.00,1.00,1.00,0.00,0.00,139.00,107.00,42.00,-42.00,64.00,63.00,-1.00
2017024573.00,353.00,2011128.00,1101271479.00,0.00,1.00,1.00,0.00,0.00,132.00,98.00,34.00,-45.00,67.00,53.00,-1.00
2017024573.00,353.00,2011127.00,1101271479.00,0.00,1.00,1.00,0.00,0.00,144.00,112.00,28.00,-33.00,69.00,44.00,-1.00
2017024573.00,353.00,2011128.00,1101280192.00,9.00,1.00,1.00,1.00,1.00,97.00,63.00,36.00,-19.00,57.00,24.00,31.00
2017024574.00,353.00,2011127.00,1101271496.00,9.00,1.00,1.00,1.00,1.00,86.00,48.00,43.00,-28.00,30.00,39.00,612.00
2017024583.00,353.00,2011127.00,1101271518.00,9.00,1.00,1.00,1.00,1.00,103.00,46.00,53.00,-27.00,49.00,32.00,259.00
2017024586.00,353.00,2011128.00,1101271519.00,9.00,1.00,1.00,1.00,1.00,69.00,33.00,57.00,-38.00,81.00,47.00,320.00
2017024586.00,353.00,2011127.00,1101271519.00,0.00,1.00,1.00,0.00,0.00,136.00,118.00,60.00,-30.00,91.00,59.00,-1.00
2017024587.00,353.00,2011128.00,1101271508.00,9.00,1.00,1.00,1.00,1.00,102.00,72.00,27.00,-48.00,65.00,55.00,547.00
2017024587.00,353.00,2011127.00,1101271508.00,0.00,1.00,1.00,0.00,0.00,156.00,92.00,42.00,-33.00,85.00,58.00,-1.00
2017024596.00,353.00,2011128.00,1101271509.00,9.00,1.00,1.00,1.00,1.00,99.00,68.00,20.00,-55.00,31.00,38.00,234.00
2017024596.00,353.00,2011127.00,1101271509.00,0.00,1.00,1.00,0.00,0.00,124.00,96.00,24.00,-36.00,41.00,61.00,-1.00
2017024597.00,353.00,2011127.00,1101271501.00,9.00,1.00,1.00,1.00,1.00,53.00,24.00,32.00,-39.00,38.00,41.00,87.00
2017031217.00,353.00,2011127.00,1101271520.00,9.00,1.00,1.00,1.00,1.00,51.00,23.00,28.00,-31.00,43.00,36.00,348.00
2017031228.00,353.00,2011127.00,1101271485.00,9.00,1.00,1.00,1.00,1.00,81.00,63.00,63.00,-18.00,45.00,47.00,400.00
2017031234.00,353.00,2011127.00,1101271513.00,9.00,1.00,1.00,1.00,1.00,89.00,42.00,47.00,-18.00,66.00,33.00,565.00
2017031263.00,353.00,2011127.00,1101271517.00,9.00,1.00,1.00,1.00,1.00,118.00,81.00,59.00,-30.00,45.00,51.00,679.00
2017031286.00,353.00,2011128.00,1101280739.00,9.00,1.00,1.00,1.00,1.00,84.00,75.00,19.00,-52.00,35.00,61.00,185.00
2017031908.00,353.00,2011128.00,1101271510.00,9.00,1.00,1.00,1.00,1.00,90.00,46.00,42.00,-48.00,30.00,42.00,309.00
2017031908.00,353.00,2011127.00,1101271510.00,0.00,1.00,1.00,1.00,0.00,117.00,74.00,53.00,-34.00,43.00,42.00,119.00
2017031910.00,353.00,2011127.00,1101271494.00,9.00,1.00,1.00,1.00,1.00,104.00,76.00,38.00,-34.00,36.00,49.00,362.00
2017031913.00,353.00,2011127.00,1101271480.00,9.00,1.00,1.00,1.00,1.00,111.00,64.00,28.00,-43.00,42.00,76.00,162.00
2017031914.00,353.00,2011127.00,1101271524.00,9.00,1.00,1.00,1.00,1.00,58.00,20.00,38.00,-29.00,38.00,25.00,552.00
2017031915.00,353.00,2011127.00,1101271516.00,9.00,1.00,1.00,1.00,1.00,96.00,61.00,37.00,-28.00,60.00,47.00,201.00
2017031921.00,353.00,2011127.00,1101271523.00,9.00,1.00,1.00,1.00,1.00,75.00,55.00,31.00,-28.00,33.00,70.00,568.00
2017031949.00,353.00,2011127.00,1101271514.00,9.00,1.00,1.00,1.00,1.00,61.00,47.00,40.00,-41.00,39.00,48.00,328.00
