2015_08_20-16_51_31__16_51_33_V1440082290_991.mp4,23.38062569050243,-1102.030531060356,39.505509896562842
2015_07_22-16_48_17__16_48_19_V1437576497_002.mp4,27.000506219666196,341.07360639157798,141.66550355396606
2015_08_20-16_56_09__16_56_11_V1440082568_998.mp4,15.354547061829127,-554.25754519016937,-1468.0592284893244
2015_08_06-10_29_32__10_29_34_V1438849772_005.mp4,24.59878494426571,669.03255467573638,-1800.1882463941192
2015_08_20-18_57_49__18_57_51_V1440089869_019.mp4,24.520765236925673,474.18898592808551,581.88132701737231
2015_08_20-18_42_46__18_42_48_V1440088966_010.mp4,21.905671049080443,1590.1556495969789,-809.56231658597892
2015_08_06-10_15_54__10_15_56_V1438848954_010.mp4,28.401064700520507,-1155.5800153839157,1768.3489829700361
2015_08_20-18_29_57__18_29_59_V1440088197_006.mp4,24.316588617293846,-98.939372469408681,2966.3806798672467
2015_08_13-09_04_27__09_04_29_V1439449466_998.mp4,24.276034840219257,69.030464974485312,1393.8201285652551
2015_08_06-09_39_15__09_39_17_V1438846755_002.mp4,27.6341086981115,661.57152819111002,-2964.3250438051423
2015_08_13-09_48_22__09_48_24_V1439452102_008.mp4,23.481790826093636,-457.3277775971971,798.37104600762564
2015_08_20-18_58_03__18_58_05_V1440089883_016.mp4,25.95750832266629,-324.72427185295186,-488.41649530122305
2015_08_06-10_15_28__10_15_30_V1438848928_014.mp4,26.96074362303934,-173.0403292077637,2032.0065453699635
2015_08_13-09_21_58__09_22_00_V1439450518_007.mp4,24.08019909202828,2173.1765570278048,2377.9978804461994
2015_08_06-10_10_41__10_10_43_V1438848641_008.mp4,21.43723215171424,-186.73134943358161,2470.1467399405187
2015_08_20-18_43_59__18_44_01_V1440089038_995.mp4,18.441573322514984,-1723.335395208637,1875.0716329268496
2015_08_06-10_29_42__10_29_44_V1438849782_003.mp4,16.8138588854264,-1521.0153508482565,493.94977728216179
2015_08_13-08_59_56__08_59_58_V1439449196_018.mp4,29.059768792663135,300.67663785187102,2193.1734222459745
