Video_Name,y_test,y_pred
2015_07_22-16_33_11__16_33_13_V1437575590_996.mp4,24.213949494142209,25.626697500232755
2015_08_20-17_15_01__17_15_03_V1440083700_995.mp4,28.973063679333517,23.717690144223383
2015_08_06-10_01_32__10_01_34_V1438848092_022.mp4,30.593839856637018,27.460713158936908
2015_08_20-18_50_01__18_50_03_V1440089401_019.mp4,18.681015461926364,19.526750380256367
2015_08_20-18_56_14__18_56_16_V1440089774_005.mp4,31.426784565157295,27.747062717635714
2015_07_23-13_42_06__13_42_08_V1437651725_996.mp4,29.524501535529357,25.417780814294726
2015_08_13-08_56_25__08_56_27_V1439448984_996.mp4,21.254057752916449,21.618613804844564
2015_07_22-16_28_45__16_28_47_V1437575325_026.mp4,23.324636576546869,19.668244266070609
2015_07_22-16_23_29__16_23_31_V1437575009_023.mp4,21.439575046076364,22.176488385476372
2015_08_13-09_20_41__09_20_43_V1439450441_024.mp4,31.87706616235582,28.059898739722815
2015_08_06-10_08_15__10_08_17_V1438848495_006.mp4,23.928239568843679,22.476322431417067
2015_08_20-17_44_21__17_44_23_V1440085461_020.mp4,25.607688695187491,24.427254622157506
2015_07_22-16_36_58__16_37_00_V1437575818_015.mp4,23.413413468093722,22.713841322916572
2015_08_06-10_24_43__10_24_45_V1438849482_999.mp4,27.25350399628233,29.926690795730323
2015_08_13-09_06_42__09_06_44_V1439449601_999.mp4,28.194625945709792,26.299505113192833
2015_08_13-09_14_49__09_14_51_V1439450088_998.mp4,21.377301174527645,23.728766319684343
2015_08_20-18_04_18__18_04_20_V1440086657_999.mp4,33.996026775320665,32.972717224303842
2015_08_20-18_06_18__18_06_20_V1440086778_008.mp4,27.198018111949878,26.522551694652492
2015_08_20-18_56_59__18_57_01_V1440089818_996.mp4,20.900642398839455,19.492755772868581
2015_07_22-16_34_25__16_34_27_V1437575665_014.mp4,25.58028872743855,23.086447530595088
2015_08_06-09_51_28__09_51_30_V1438847488_015.mp4,24.714984856645156,25.600591731731111
2015_08_06-10_08_27__10_08_29_V1438848507_002.mp4,29.710017993333995,26.413805474986702
2015_08_06-09_36_15__09_36_17_V1438846575_006.mp4,19.893189414018966,22.199138171284517
