Video_Name,y_train
2015_08_20-16_51_31__16_51_33_V1440082290_991.mp4,23.380625690502431
2015_07_22-16_48_17__16_48_19_V1437576497_002.mp4,27.000506219666196
2015_08_20-16_56_09__16_56_11_V1440082568_998.mp4,15.354547061829127
2015_08_06-10_29_32__10_29_34_V1438849772_005.mp4,24.598784944265709
2015_08_20-18_57_49__18_57_51_V1440089869_019.mp4,24.520765236925673
2015_08_20-18_42_46__18_42_48_V1440088966_010.mp4,21.905671049080443
2015_08_06-10_15_54__10_15_56_V1438848954_010.mp4,28.401064700520507
2015_08_20-18_29_57__18_29_59_V1440088197_006.mp4,24.316588617293846
2015_08_13-09_04_27__09_04_29_V1439449466_998.mp4,24.276034840219257
2015_08_06-09_39_15__09_39_17_V1438846755_002.mp4,27.634108698111501
2015_08_13-09_48_22__09_48_24_V1439452102_008.mp4,23.481790826093636
2015_08_20-18_58_03__18_58_05_V1440089883_016.mp4,25.957508322666289
2015_08_06-10_15_28__10_15_30_V1438848928_014.mp4,26.960743623039338
2015_08_13-09_21_58__09_22_00_V1439450518_007.mp4,24.08019909202828
2015_08_06-10_10_41__10_10_43_V1438848641_008.mp4,21.437232151714241
2015_08_20-18_43_59__18_44_01_V1440089038_995.mp4,18.441573322514984
2015_08_06-10_29_42__10_29_44_V1438849782_003.mp4,16.813858885426399
2015_08_13-08_59_56__08_59_58_V1439449196_018.mp4,29.059768792663135
2015_08_20-18_01_44__18_01_46_V1440086504_001.mp4,33.919920819755617
2015_08_20-16_45_35__16_45_37_V1440081935_006.mp4,30.842027532553015
2015_07_23-14_16_23__14_16_25_V1437653783_017.mp4,25.559789504715699
2015_08_06-10_28_37__10_28_39_V1438849717_018.mp4,13.893990330065327
2015_08_20-16_44_26__16_44_28_V1440081866_021.mp4,25.147878895791361
2015_08_20-17_09_53__17_09_55_V1440083393_025.mp4,24.185447289903941
2015_08_06-10_22_39__10_22_41_V1438849359_024.mp4,23.23274846005911
2015_08_06-09_45_15__09_45_17_V1438847114_995.mp4,27.047439655956413
2015_08_13-08_52_45__08_52_47_V1439448765_009.mp4,22.063422595180359
2015_08_20-16_37_44__16_37_46_V1440081464_006.mp4,20.947848780987503
2015_08_20-18_41_28__18_41_30_V1440088887_997.mp4,18.688045615217277
2015_07_23-13_52_10__13_52_12_V1437652329_998.mp4,20.173377134478184
2015_08_20-17_15_12__17_15_14_V1440083711_992.mp4,19.93545678205582
2015_08_13-09_51_19__09_51_21_V1439452279_003.mp4,25.754689544690546
2015_08_20-18_31_24__18_31_26_V1440088284_022.mp4,30.385043744808439
2015_08_20-16_44_59__16_45_01_V1440081899_006.mp4,22.639386252958595
2015_08_20-18_36_59__18_37_01_V1440088619_017.mp4,20.110549208120506
2015_07_23-13_44_03__13_44_05_V1437651843_003.mp4,24.031879522770183
2015_08_06-09_45_54__09_45_56_V1438847154_024.mp4,23.563102994693789
2015_08_06-09_51_44__09_51_46_V1438847504_013.mp4,20.75695061447567
2015_08_20-18_58_30__18_58_32_V1440089910_010.mp4,21.958776356540092
2015_08_13-09_42_29__09_42_31_V1439451749_017.mp4,21.072416835375602
2015_07_22-16_24_47__16_24_49_V1437575087_008.mp4,16.358916055956872
2015_08_20-18_50_13__18_50_15_V1440089413_015.mp4,25.292593443737363
2015_08_20-16_46_47__16_46_49_V1440082007_018.mp4,31.8882256517923
2015_08_20-17_09_49__17_09_51_V1440083388_992.mp4,18.977535388684483
2015_08_19-18_08_53__18_08_55_V1440000533_020.mp4,28.946326102656759
2015_08_13-09_29_33__09_29_35_V1439450973_013.mp4,15.049107757606915
2015_08_20-16_48_06__16_48_08_V1440082086_001.mp4,28.382443177171631
2015_08_20-17_53_43__17_53_45_V1440086023_000.mp4,23.366057486674016
2015_08_06-09_48_23__09_48_25_V1438847303_021.mp4,26.273318901881868
2015_08_20-18_01_15__18_01_17_V1440086475_008.mp4,31.800314106670658
2015_07_23-13_58_08__13_58_10_V1437652688_022.mp4,29.844080617731791
2015_08_20-17_50_06__17_50_08_V1440085806_014.mp4,28.526107122344076
2015_08_06-10_11_38__10_11_40_V1438848697_996.mp4,30.267126590297853
2015_08_20-18_09_09__18_09_11_V1440086949_004.mp4,24.092902356612452
2015_08_13-09_02_52__09_02_54_V1439449372_016.mp4,34.96609410297156
2015_08_13-09_26_50__09_26_52_V1439450810_013.mp4,17.816982903944513
2015_08_20-17_46_37__17_46_39_V1440085597_027.mp4,22.447585292941621
2015_08_06-10_05_39__10_05_41_V1438848339_005.mp4,26.074920697593232
2015_08_20-18_08_37__18_08_39_V1440086917_011.mp4,27.511805826230503
2015_08_06-10_06_01__10_06_03_V1438848361_000.mp4,21.433741426659008
2015_08_20-17_10_05__17_10_07_V1440083405_022.mp4,20.299926757734688
2015_08_20-16_47_11__16_47_13_V1440082031_012.mp4,26.185696311118274
2015_08_13-09_31_49__09_31_51_V1439451109_016.mp4,27.264180224609749
2015_07_23-13_38_17__13_38_19_V1437651497_012.mp4,28.026042036281556
2015_08_06-10_24_14__10_24_16_V1438849454_005.mp4,15.339114740110173
2015_08_06-09_45_47__09_45_49_V1438847147_026.mp4,31.172499412863289
2015_08_13-09_21_56__09_21_58_V1439450516_008.mp4,23.687706454347911
2015_07_22-16_24_51__16_24_53_V1437575091_007.mp4,27.751308941179097
2015_08_06-09_45_18__09_45_20_V1438847117_994.mp4,28.618561270848463
2015_08_06-10_28_09__10_28_11_V1438849689_023.mp4,28.460369405900373
2015_07_22-16_23_03__16_23_05_V1437574982_994.mp4,30.022172514433386
2015_08_13-09_47_49__09_47_51_V1439452069_016.mp4,30.070117972323445
2015_08_20-16_34_53__16_34_55_V1440081293_001.mp4,35.023558214933473
2015_08_13-08_59_25__08_59_27_V1439449165_025.mp4,19.234997415215805
2015_08_06-10_21_56__10_21_58_V1438849316_000.mp4,22.273358384598215
2015_08_20-17_14_03__17_14_05_V1440083643_007.mp4,39.40402611134175
2015_08_20-17_45_31__17_45_33_V1440085531_006.mp4,20.641878072857853
2015_07_22-16_45_31__16_45_33_V1437576331_005.mp4,21.867995632263188
2015_07_23-13_56_46__13_56_48_V1437652606_011.mp4,13.682024454439798
2015_08_06-10_23_33__10_23_35_V1438849413_013.mp4,27.607915994003207
2015_08_13-09_40_56__09_40_58_V1439451656_001.mp4,23.561235166256569
2015_08_20-16_45_32__16_45_34_V1440081932_007.mp4,30.747254074837137
2015_07_22-16_32_48__16_32_50_V1437575568_002.mp4,25.82542166398439
2015_08_13-09_01_11__09_01_13_V1439449271_003.mp4,25.613889951365028
2015_08_20-17_33_15__17_33_17_V1440084794_994.mp4,39.667627804524066
2015_08_20-18_56_24__18_56_26_V1440089784_003.mp4,24.652028219521569
2015_08_13-09_22_24__09_22_26_V1439450544_002.mp4,21.989659067095204
2015_08_20-16_34_32__16_34_34_V1440081272_010.mp4,23.910115736517842
2015_08_20-16_47_04__16_47_06_V1440082024_022.mp4,30.37329790526293
2015_07_23-13_34_55__13_34_57_V1437651295_022.mp4,20.756089474639829
2015_08_20-18_56_52__18_56_54_V1440089811_998.mp4,20.563740582030594
2015_08_13-09_37_59__09_38_01_V1439451479_005.mp4,29.118110988868107
2015_08_20-16_42_54__16_42_56_V1440081774_000.mp4,33.659438861861702
2015_08_13-09_05_34__09_05_36_V1439449534_014.mp4,36.555968251814178
2015_08_20-17_46_43__17_46_45_V1440085603_030.mp4,34.995616424103382
2015_08_20-18_56_39__18_56_41_V1440089799_000.mp4,23.237945621996865
2015_08_20-16_37_39__16_37_41_V1440081459_001.mp4,27.083634740167398
2015_08_13-08_59_09__08_59_11_V1439449148_994.mp4,24.252184474911562
2015_08_13-09_14_46__09_14_48_V1439450085_998.mp4,26.265744690227006
2015_08_06-10_02_39__10_02_41_V1438848159_009.mp4,21.254587933758405
2015_08_20-18_42_54__18_42_56_V1440088974_008.mp4,27.697765398784799
2015_08_13-09_31_33__09_31_35_V1439451093_020.mp4,24.448007163531809
2015_08_13-09_02_26__09_02_28_V1439449346_022.mp4,16.824979417397376
2015_08_20-18_56_43__18_56_45_V1440089802_999.mp4,23.589420953465662
2015_08_06-10_14_14__10_14_16_V1438848853_999.mp4,21.654434952710194
