Video_Name,y_test,y_pred
2015_08_06-10_06_41__10_06_43_V1438848401_024.mp4,17.08406916914873,21.652311612849516
2015_08_13-09_47_52__09_47_54_V1439452072_015.mp4,26.265711216857856,26.020211664752587
2015_08_20-16_48_53__16_48_55_V1440082132_993.mp4,23.85368796629286,23.337326748810913
2015_08_13-08_56_16__08_56_18_V1439448975_998.mp4,22.545736566673206,22.429040866670274
2015_08_06-10_24_06__10_24_08_V1438849446_007.mp4,25.486903292361909,27.733088810652678
2015_08_20-17_10_55__17_10_57_V1440083455_011.mp4,22.38807669954042,25.004535217365607
2015_08_19-18_03_01__18_03_03_V1440000180_998.mp4,25.177642900286486,24.302743690417117
2015_08_06-10_30_46__10_30_48_V1438849846_023.mp4,23.18239429754134,19.923506289006344
2015_08_20-18_08_34__18_08_36_V1440086914_015.mp4,22.082754566989806,25.235222056851338
2015_08_06-10_17_57__10_17_59_V1438849077_017.mp4,19.436523171865467,22.216221025630457
2015_08_06-09_38_42__09_38_44_V1438846722_009.mp4,24.936485595859853,23.656782281411282
2015_08_06-09_55_21__09_55_23_V1438847721_000.mp4,20.454406086445644,21.863899305283617
2015_08_20-18_28_35__18_28_37_V1440088115_025.mp4,24.067921167786306,24.070997461813299
2015_08_20-18_43_54__18_43_56_V1440089033_998.mp4,19.473623764907408,22.500001624153565
2015_08_20-16_56_33__16_56_35_V1440082592_993.mp4,29.154190117716048,26.465015640331849
2015_07_23-13_41_03__13_41_05_V1437651663_010.mp4,23.650113958118382,24.074927258594432
2015_07_22-16_26_01__16_26_03_V1437575161_022.mp4,30.249963916136753,29.142444663523133
2015_08_20-18_04_10__18_04_12_V1440086650_001.mp4,21.029494896755462,25.157982127230454
2015_08_13-09_46_56__09_46_58_V1439452015_994.mp4,25.567752813087317,25.113652539983502
2015_08_20-17_10_45__17_10_47_V1440083445_015.mp4,31.564864880931687,31.603098803812895
2015_08_20-16_49_29__16_49_31_V1440082169_018.mp4,20.338377299917806,20.376883829534016
2015_08_20-17_13_47__17_13_49_V1440083627_012.mp4,30.074021521463212,29.481183633186514
2015_08_19-18_08_27__18_08_29_V1440000507_027.mp4,29.18119584258557,27.541791672183876
2015_08_06-09_49_30__09_49_32_V1438847370_008.mp4,22.310584850460774,27.680139181623723
2015_08_20-17_51_33__17_51_35_V1440085892_995.mp4,28.422498812322175,24.223434598352139
2015_08_20-17_20_37__17_20_39_V1440084037_022.mp4,29.736932538883597,31.578613088094908
2015_08_20-16_45_58__16_46_00_V1440081958_018.mp4,26.000809306630185,24.761066937365833
2015_08_20-16_51_33__16_51_35_V1440082293_023.mp4,26.347960699484169,24.346699576009353
2015_08_20-18_48_26__18_48_28_V1440089306_004.mp4,18.744401826236956,20.318857903875269
2015_08_06-09_51_24__09_51_26_V1438847484_016.mp4,19.683642453894532,20.407095177973865
2015_08_20-16_34_17__16_34_19_V1440081257_008.mp4,24.87754016419472,26.040591140577309
2015_08_13-09_28_37__09_28_39_V1439450917_029.mp4,23.36675503185484,25.61635604188994
2015_07_22-16_57_54__16_57_56_V1437577074_012.mp4,30.808981071078442,28.45004936025461
2015_08_20-17_49_05__17_49_07_V1440085744_995.mp4,32.592336897686167,26.87137585512809
2015_08_06-10_14_27__10_14_29_V1438848866_998.mp4,30.209026346817062,25.942166177431137
2015_08_13-09_02_30__09_02_32_V1439449350_019.mp4,22.927873746644654,27.061272527568342
2015_08_13-08_59_28__08_59_30_V1439449168_024.mp4,27.942268570537813,26.845317099539486
2015_07_22-16_26_06__16_26_08_V1437575166_023.mp4,22.613640795656348,26.224259134015249
2015_08_20-17_47_11__17_47_13_V1440085631_020.mp4,24.843768139458231,22.292594601497189
2015_08_13-09_30_15__09_30_17_V1439451015_008.mp4,11.600412396141147,14.566376245665785
2015_08_20-16_37_23__16_37_25_V1440081443_004.mp4,19.440111363082501,22.529874683686099
2015_07_22-16_42_00__16_42_02_V1437576120_016.mp4,21.797810054692228,20.758937175696904
2015_08_20-18_03_39__18_03_41_V1440086619_008.mp4,27.656591632209942,27.253265759060959
2015_08_06-09_45_25__09_45_27_V1438847125_026.mp4,25.937528591378896,30.810672212489479
2015_07_23-13_56_52__13_56_54_V1437652612_004.mp4,20.343935312536679,19.408577340636477
2015_08_06-10_29_50__10_29_52_V1438849790_001.mp4,24.248254565276664,27.057348524205715
2015_08_06-10_28_33__10_28_35_V1438849713_018.mp4,15.813029227663762,17.343962890844264
2015_08_20-17_15_16__17_15_18_V1440083715_994.mp4,36.777652149282929,29.595911833249627
2015_08_13-09_45_42__09_45_44_V1439451942_008.mp4,19.117033254467628,22.525161578020008
2015_08_06-09_52_36__09_52_38_V1438847556_002.mp4,34.171128362598523,27.244898136805148
2015_07_23-13_30_39__13_30_41_V1437651039_014.mp4,14.844904277649606,21.737136745207945
2015_08_20-16_55_42__16_55_44_V1440082542_006.mp4,28.778229294709021,25.578699505025604
2015_07_23-13_48_48__13_48_50_V1437652128_009.mp4,31.62753701148338,25.121037690920978
2015_07_22-16_30_42__16_30_44_V1437575441_995.mp4,25.356474554990122,29.561160952933641
2015_07_22-16_52_50__16_52_52_V1437576770_010.mp4,24.806214455074407,28.789954757334591
2015_08_20-18_34_37__18_34_39_V1440088477_015.mp4,27.005025188636896,23.138039548673969
2015_07_23-13_51_43__13_51_45_V1437652303_004.mp4,18.457210224859015,22.963346275741849
2015_08_13-09_04_53__09_04_55_V1439449493_022.mp4,35.848662644621072,32.106893694442917
2015_08_06-09_41_20__09_41_22_V1438846880_009.mp4,15.669524182981327,19.563177770929759
2015_08_13-09_44_19__09_44_21_V1439451858_994.mp4,20.907299317598035,23.1744549624161
2015_08_06-10_21_35__10_21_37_V1438849295_004.mp4,23.334513756491848,22.249279369353349
2015_07_22-16_49_20__16_49_22_V1437576560_022.mp4,33.895789071398916,29.304217976547569
2015_08_13-08_57_59__08_58_01_V1439449079_009.mp4,36.364362956984422,34.292044718945306
2015_08_06-10_16_56__10_16_58_V1438849015_996.mp4,19.947968014442772,21.835055921229952
2015_08_20-17_44_31__17_44_33_V1440085471_018.mp4,34.475760325644195,31.387553925689534
2015_07_23-14_14_13__14_14_15_V1437653653_013.mp4,25.532559398299103,26.244553754965672
2015_08_20-16_56_50__16_56_52_V1440082610_023.mp4,26.697061100921754,27.46434103961376
2015_08_06-09_41_37__09_41_39_V1438846897_005.mp4,23.951907533892868,25.430857668074932
2015_08_20-16_46_50__16_46_52_V1440082010_016.mp4,23.272635480839867,25.477218139496227
2015_08_06-10_11_11__10_11_13_V1438848671_001.mp4,22.876696373242037,23.359816347807151
2015_08_06-09_43_35__09_43_37_V1438847015_017.mp4,21.903100840630643,24.161781505798032
2015_08_06-10_08_22__10_08_24_V1438848502_004.mp4,26.785160457304546,25.6641686442929
2015_08_06-10_28_28__10_28_30_V1438849708_018.mp4,17.147012029132888,21.096647505801382
2015_08_06-09_41_45__09_41_47_V1438846905_006.mp4,22.409544037730107,22.799202655172643
2015_08_13-08_52_40__08_52_42_V1439448760_010.mp4,21.008071106282351,30.637996472704994
2015_08_13-09_19_13__09_19_15_V1439450353_010.mp4,27.191382322577862,28.625161689187685
2015_08_20-17_13_45__17_13_47_V1440083625_009.mp4,27.07183550468535,25.44790942553929
2015_07_22-16_47_48__16_47_50_V1437576468_008.mp4,24.072177554966128,20.554893684905988
2015_07_23-13_52_33__13_52_35_V1437652352_993.mp4,22.702065153520259,23.931721865799449
2015_07_22-16_48_20__16_48_22_V1437576500_001.mp4,23.272732961269664,26.945149363819414
2015_08_20-17_51_23__17_51_25_V1440085882_997.mp4,28.945342409358076,26.681649495579208
2015_07_23-13_45_05__13_45_07_V1437651904_997.mp4,26.98236643752276,26.955885425384185
2015_08_20-16_51_09__16_51_11_V1440082269_000.mp4,22.73370149013865,22.387172036683673
2015_07_23-14_03_41__14_03_43_V1437653021_017.mp4,31.689220681936373,30.307688521495919
2015_08_20-18_43_51__18_43_53_V1440089030_996.mp4,28.023255352065593,22.9151630576233
2015_08_06-09_38_36__09_38_38_V1438846716_010.mp4,16.320984257326444,23.586055960379529
2015_07_22-16_34_35__16_34_37_V1437575675_012.mp4,24.506989729528058,23.468320418808482
2015_07_23-14_23_34__14_23_36_V1437654214_029.mp4,23.485485343535011,23.638302013701093
2015_08_20-16_35_03__16_35_05_V1440081303_004.mp4,17.622511709344352,22.34570666471312
2015_08_20-17_09_45__17_09_47_V1440083385_033.mp4,26.179558313604051,28.101681793196462
2015_08_20-18_01_58__18_02_00_V1440086517_996.mp4,32.895312358790278,27.642926363162029
2015_08_13-09_19_25__09_19_27_V1439450365_006.mp4,33.962649854857666,28.670972717545474
2015_08_20-18_38_15__18_38_17_V1440088695_001.mp4,26.387697758651491,26.970503551599343
2015_07_23-13_40_02__13_40_04_V1437651602_023.mp4,29.421809405120904,29.520734562209523
2015_08_20-16_55_48__16_55_50_V1440082548_012.mp4,28.231257773459603,24.900439150880167
2015_07_22-16_58_08__16_58_10_V1437577088_008.mp4,23.897917081159363,22.272271229787464
2015_08_20-17_13_53__17_13_55_V1440083633_008.mp4,27.613634421104944,27.334568629465991
2015_07_22-16_25_48__16_25_50_V1437575148_025.mp4,20.798914879050749,26.385695881968978
2015_07_23-14_08_45__14_08_47_V1437653325_022.mp4,27.469553943704511,30.193513570277631
2015_08_20-18_56_56__18_56_58_V1440089815_996.mp4,25.484719925797691,24.831678896270919
2015_07_23-13_31_12__13_31_14_V1437651072_005.mp4,24.968292660850231,26.731418737880418
2015_08_13-09_46_49__09_46_51_V1439452008_995.mp4,22.910324751081749,23.908965298366745
2015_08_06-09_41_16__09_41_18_V1438846876_010.mp4,14.250227767514748,17.438667985387681
2015_08_20-17_36_38__17_36_40_V1440084998_019.mp4,37.182208420799007,31.031817727022936
2015_08_20-18_01_51__18_01_53_V1440086511_003.mp4,26.501371422859641,24.930042347435371
2015_08_20-17_54_05__17_54_07_V1440086044_998.mp4,30.087002838288139,30.585733923922216
2015_08_06-09_50_12__09_50_14_V1438847411_997.mp4,20.467227208296077,22.812870331590659
2015_08_13-09_35_28__09_35_30_V1439451328_003.mp4,19.321349194457781,18.43500262051251
2015_08_13-09_15_20__09_15_22_V1439450120_026.mp4,19.750308400420511,21.505140788369189
2015_08_20-18_46_31__18_46_33_V1440089190_995.mp4,24.54909915857656,24.5965679353627
2015_08_13-09_40_01__09_40_03_V1439451601_013.mp4,26.503913015187919,22.723585199196513
2015_07_23-14_16_11__14_16_13_V1437653771_020.mp4,21.169465168939748,23.07565219841851
2015_07_23-14_20_13__14_20_15_V1437654013_001.mp4,25.550143531736648,24.69788781199717
2015_07_23-13_50_32__13_50_34_V1437652232_019.mp4,29.514523721953172,27.001535423861856
2015_08_20-16_43_28__16_43_30_V1440081808_030.mp4,25.809315935241127,22.513270168642737
2015_07_23-13_56_09__13_56_11_V1437652569_014.mp4,23.695887896591469,25.50793584592315
2015_08_20-16_38_28__16_38_30_V1440081508_024.mp4,18.750667730416289,24.414517073682656
2015_08_20-18_43_46__18_43_48_V1440089025_998.mp4,27.929129799927793,26.691536822709299
2015_08_13-09_15_09__09_15_11_V1439450109_027.mp4,26.01702468277411,28.01635671924133
2015_08_20-17_10_36__17_10_38_V1440083436_017.mp4,19.939014189226643,25.712509494008088
2015_08_06-10_26_33__10_26_35_V1438849593_012.mp4,22.46500784202405,22.461430937159076
2015_08_13-09_16_37__09_16_39_V1439450197_013.mp4,28.752147918756698,27.65138194375837
2015_08_20-18_27_00__18_27_02_V1440088020_011.mp4,35.822061258876424,29.01085539619449
2015_07_23-14_14_29__14_14_31_V1437653669_009.mp4,24.555888839916847,24.101594926843198
2015_07_22-16_23_07__16_23_09_V1437574986_993.mp4,25.757815745123473,28.735249815804625
2015_08_20-18_03_42__18_03_44_V1440086622_008.mp4,23.513496562611799,26.384554724850727
2015_08_20-16_47_25__16_47_27_V1440082045_009.mp4,27.084914231212746,24.88159703022086
2015_07_22-16_53_39__16_53_41_V1437576819_000.mp4,27.982097096588681,25.926361223246722
2015_08_20-16_48_27__16_48_29_V1440082106_997.mp4,23.544884390574392,24.752139119111561
2015_07_23-13_56_49__13_56_51_V1437652609_005.mp4,14.795139324809629,19.899685384212614
2015_08_06-10_05_52__10_05_54_V1438848352_001.mp4,20.981485542449683,18.547191701440866
2015_08_20-16_48_29__16_48_31_V1440082108_996.mp4,23.373365758603921,22.519641586714688
2015_08_20-17_41_57__17_41_59_V1440085317_016.mp4,21.488671548626236,22.39372353790931
2015_08_06-10_00_12__10_00_14_V1438848012_006.mp4,23.223169559204148,24.51755812189835
2015_08_20-17_56_54__17_56_56_V1440086214_027.mp4,25.823933537996403,22.423483548382091
2015_08_20-18_03_27__18_03_29_V1440086607_010.mp4,37.137426812790778,27.079509283291287
2015_08_19-18_03_45__18_03_47_V1440000225_019.mp4,34.999560071717227,30.25879058979497
2015_08_20-18_32_49__18_32_51_V1440088369_003.mp4,17.702947760051096,24.878646175462713
2015_08_20-18_40_09__18_40_11_V1440088809_013.mp4,19.822607469128744,25.835253116754892
2015_08_20-17_45_28__17_45_30_V1440085528_006.mp4,23.982126922409321,24.11428187936049
2015_07_22-16_56_49__16_56_51_V1437577008_998.mp4,20.636403621273303,23.086391779878749
2015_08_06-10_00_06__10_00_08_V1438848006_009.mp4,21.614055465737898,24.745506273234131
2015_08_20-17_51_47__17_51_49_V1440085907_027.mp4,31.711786065497495,28.236630701402962
2015_08_20-18_09_16__18_09_18_V1440086956_003.mp4,27.413087494110766,24.854126415841737
2015_08_06-09_45_33__09_45_35_V1438847133_028.mp4,22.923113013467674,28.520252186406228
2015_08_06-10_11_53__10_11_55_V1438848712_993.mp4,19.788250541701423,20.767729112008102
2015_07_22-16_28_41__16_28_43_V1437575321_021.mp4,19.068052520186583,17.740075615640233
2015_08_20-18_04_23__18_04_25_V1440086662_998.mp4,32.106238244934289,26.786842369247438
2015_08_20-18_01_42__18_01_44_V1440086502_001.mp4,34.938449176406863,31.333625533380026
2015_08_13-09_09_42__09_09_44_V1439449781_997.mp4,19.080705766140824,22.253076328477874
2015_08_06-10_18_16__10_18_18_V1438849096_013.mp4,24.558625977084724,26.314765541436074
2015_08_06-10_18_54__10_18_56_V1438849134_005.mp4,24.793526226611341,20.593141913858734
2015_08_06-10_01_55__10_01_57_V1438848115_018.mp4,20.901167016523846,25.50920404504901
2015_08_06-10_12_00__10_12_02_V1438848719_996.mp4,32.038367293897792,29.396534896179649
2015_08_20-17_51_44__17_51_46_V1440085904_026.mp4,27.600920461115791,25.016440193518907
2015_08_13-09_06_18__09_06_20_V1439449578_005.mp4,44.150152794288452,33.853347500751404
2015_07_22-16_48_25__16_48_27_V1437576505_000.mp4,28.207829409298466,28.539992863312243
2015_08_06-10_02_09__10_02_11_V1438848129_015.mp4,26.01740374870138,27.469278510626896
2015_07_22-16_56_47__16_56_49_V1437577006_994.mp4,23.677684902551857,24.723775356363316
2015_08_06-09_45_43__09_45_45_V1438847143_028.mp4,30.711224049614138,30.912631476411743
2015_08_13-09_28_40__09_28_42_V1439450920_023.mp4,31.98540969650259,30.755791315950745
2015_08_20-17_11_09__17_11_11_V1440083469_008.mp4,29.302116999660186,22.732233490513643
2015_08_06-10_20_19__10_20_21_V1438849219_021.mp4,27.849041650238775,30.292051179068601
2015_08_06-10_22_21__10_22_23_V1438849340_995.mp4,24.67832355697125,26.578228842109652
2015_08_06-09_44_25__09_44_27_V1438847065_004.mp4,20.81428298193827,21.538318739230569
2015_08_20-16_45_18__16_45_20_V1440081918_005.mp4,27.708987489718897,23.333490211995112
2015_08_20-17_10_10__17_10_12_V1440083410_023.mp4,30.515712581838148,32.337655362704069
2015_07_22-16_24_41__16_24_43_V1437575081_012.mp4,26.120303091771689,27.638246604296796
2015_08_20-16_46_43__16_46_45_V1440082002_996.mp4,34.756103624892063,30.086757733891329
2015_08_20-18_56_49__18_56_51_V1440089809_000.mp4,19.117627042464413,19.986720139371002
2015_07_22-16_30_27__16_30_29_V1437575426_999.mp4,21.77064656724021,23.285593949282386
2015_07_22-16_26_59__16_27_01_V1437575219_010.mp4,28.300972916748137,27.411762833477379
2015_08_13-09_38_03__09_38_05_V1439451483_005.mp4,22.34851998994753,22.780780217106557
2015_08_13-09_23_11__09_23_13_V1439450591_026.mp4,25.225888915840812,27.754776958421328
2015_08_20-17_11_56__17_11_58_V1440083515_999.mp4,20.855737872311661,23.429993763223983
2015_08_20-17_35_18__17_35_20_V1440084918_004.mp4,32.27882426437484,27.411880995246953
2015_08_20-18_33_12__18_33_14_V1440088391_999.mp4,21.12593612747585,21.656628695260416
2015_07_23-13_51_35__13_51_37_V1437652295_006.mp4,23.288126170997742,27.367142452710056
2015_08_13-09_07_30__09_07_32_V1439449650_023.mp4,22.794988096485547,26.61736260489209
2015_07_23-14_17_14__14_17_16_V1437653834_006.mp4,21.775450213372331,21.007714336909622
2015_08_20-18_32_52__18_32_54_V1440088372_005.mp4,25.359569614907119,26.84542273789901
2015_07_23-14_22_49__14_22_51_V1437654169_001.mp4,30.565779192422251,28.115108112598648
2015_07_23-14_01_29__14_01_31_V1437652889_014.mp4,21.49462196507513,25.222478306954763
2015_08_06-10_10_29__10_10_31_V1438848629_012.mp4,29.668336473351403,27.893150958391857
2015_08_20-17_53_23__17_53_25_V1440086003_005.mp4,19.855881225808648,21.489711981962422
2015_08_20-18_37_02__18_37_04_V1440088622_017.mp4,26.562465934936839,28.040786968329488
2015_08_20-18_08_55__18_08_57_V1440086935_009.mp4,33.079519532512023,29.759170232558102
2015_08_06-09_48_41__09_48_43_V1438847321_017.mp4,16.398293549157245,20.062329115654698
2015_08_20-16_38_18__16_38_20_V1440081497_995.mp4,32.958997626089527,30.509223288375566
2015_08_13-09_47_55__09_47_57_V1439452075_013.mp4,21.214870028270312,21.80518520315778
2015_07_22-16_48_27__16_48_29_V1437576507_000.mp4,24.22066745876571,25.886893238418221
2015_08_20-17_41_39__17_41_41_V1440085299_021.mp4,19.696797836213875,17.569004637443978
2015_07_22-16_56_26__16_56_28_V1437576985_997.mp4,31.145085137327051,27.275995174802972
2015_08_06-09_36_22__09_36_24_V1438846582_004.mp4,29.494406897913692,26.270268408279691
2015_07_22-16_55_55__16_55_57_V1437576955_003.mp4,25.476425527464539,26.076582308240553
2015_08_13-09_32_09__09_32_11_V1439451129_012.mp4,28.816556713345786,23.637526989211654
2015_08_06-10_08_10__10_08_12_V1438848490_006.mp4,20.567246119344492,27.034849706428748
2015_07_22-16_27_13__16_27_15_V1437575233_007.mp4,28.28129614113513,28.523346720604536
2015_08_13-08_55_49__08_55_51_V1439448949_003.mp4,32.493276401407556,31.525959776977057
2015_08_13-09_19_55__09_19_57_V1439450394_999.mp4,22.22360585954458,25.880713003214996
2015_08_20-19_00_00__19_00_02_V1440090000_024.mp4,30.399747344323757,26.156292750675775
2015_08_20-18_30_37__18_30_39_V1440088236_998.mp4,26.42814144772483,24.466528298023519
2015_08_20-18_51_14__18_51_16_V1440089474_003.mp4,28.501242460300844,26.476067364837654
2015_08_06-10_21_53__10_21_55_V1438849313_001.mp4,27.533020562112576,24.45616562790692
2015_08_13-09_07_14__09_07_16_V1439449634_026.mp4,19.326041604391094,22.072721053004599
2015_08_13-08_55_41__08_55_43_V1439448941_005.mp4,21.013630202572237,23.158529011431298
2015_08_20-18_56_47__18_56_49_V1440089806_998.mp4,21.713875221553238,22.592009954320659
2015_08_06-10_11_01__10_11_03_V1438848661_003.mp4,23.226254632393029,22.471712976894814
2015_08_13-09_44_23__09_44_25_V1439451862_999.mp4,23.31338312997109,21.402329545009124
2015_08_20-18_48_14__18_48_16_V1440089294_007.mp4,35.006830983550444,28.595266919896069
2015_08_20-17_51_18__17_51_20_V1440085877_998.mp4,33.087927017861844,27.41207509288995
2015_08_20-18_42_58__18_43_00_V1440088978_008.mp4,29.487726373070984,27.246284560964121
2015_08_13-09_47_46__09_47_48_V1439452066_016.mp4,28.808503621804245,26.409971942795991
2015_08_13-09_21_10__09_21_12_V1439450470_017.mp4,22.76617344678208,20.607675243024275
2015_08_20-18_09_19__18_09_21_V1440086959_002.mp4,23.093261276217671,20.204975305748945
2015_08_20-18_58_24__18_58_26_V1440089904_011.mp4,17.027928569606033,22.067293362094677
